title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
8949-II-S Mount Benn,Topographic map of 1:25000 8 949-II-S Mount Benn displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16592896,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-ii-s-mount-benn-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.375000,-24.437500,150.500000,-24.375000,-24.500000,150.250000
8949-III-N The Pinnacles,Topographic map of 1:25000 8 949-III-N The Pinnacles displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14277632,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-iii-n-the-pinnacles-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.125000,-24.312500,150.250000,-24.250000,-24.375000,150.000000
8949-III-S Banana,Topographic map of 1:25000 8 949-III-S Banana displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12087296,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-iii-s-banana-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.125000,-24.437500,150.250000,-24.375000,-24.500000,150.000000
8949-IV-N Rannes,Topographic map of 1:25000 8 949-IV-N Rannes displaying graphic representations of features including relief hydrography vegetation and cultural,1971,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16178176,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-iv-n-rannes-ed-1-1971.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.125000,-24.062500,150.250000,-24.000000,-24.125000,150.000000
8949-IV-S Mount Cooper,Topographic map of 1:25000 8 949-IV-S Mount Cooper displaying graphic representations of features including relief hydrography vegetation and cultural,1971,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14757888,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-iv-s-mount-cooper-ed-1-1971.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.125000,-24.187500,150.250000,-24.125000,-24.250000,150.000000
8952-12 Mount Alec,Topographic map of 1:25000 8 952-12 Mount Alec displaying graphic representations of features including relief hydrography vegetation and cultural,1965,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9769984,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8952-12-mount-alec-ed-1-1965.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-22.687500,150.500000,-22.625000,-22.750000,150.375000
8952-13 Mount Phipps Special,Topographic map of 1:25000 8 952-13 Mount Phipps Special displaying graphic representations of features including relief hydrography vegetation and cultural,1965,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14189568,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8952-13-mount-phipps-special-ed-1-1965.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.312500,-22.687500,150.375000,-22.625000,-22.750000,150.250000
8952-21 Montait,Topographic map of 1:25000 8 952-21 Montait displaying graphic representations of features including relief hydrography vegetation and cultural,1965,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10857472,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8952-21-montait-ed-1-1965.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-22.812500,150.500000,-22.750000,-22.875000,150.375000
9048-11 Mount Bargogo,Topographic map of 1:25000 9048-11 Mount Bargogo displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14087168,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-11-mount-bargogo-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.937500,-24.562500,151.000000,-24.500000,-24.625000,150.875000
9048-12 Cania,Topographic map of 1:25000 9048-12 Cania displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13275136,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-12-cania-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.937500,-24.687500,151.000000,-24.625000,-24.750000,150.875000
9048-13 The Knob,Topographic map of 1:25000 9048-13 The Knob displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11197440,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-13-the-knob-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.812500,-24.687500,150.875000,-24.625000,-24.750000,150.750000
9048-14 Blue Mountain,Topographic map of 1:25000 9048-14 Blue Mountain displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11894784,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-14-blue-mountain-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.812500,-24.562500,150.875000,-24.500000,-24.625000,150.750000
9048-21 Mount Margaret,Topographic map of 1:25000 9048-21 Mount Margaret displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12113920,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-21-mount-margaret-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.937500,-24.812500,151.000000,-24.750000,-24.875000,150.875000
9048-22 Boogalgopal Creek,Topographic map of 1:25000 9048-22 Boogalgopal Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13721600,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-22-boogalgopal-creek-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.937500,-24.937500,151.000000,-24.875000,-25.000000,150.875000
9048-23 Silver Gully,Topographic map of 1:25000 9048-23 Silver Gully displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10642432,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-23-silver-gully-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.812500,-24.937500,150.875000,-24.875000,-25.000000,150.750000
9048-24 Coominglah,Topographic map of 1:25000 9048-24 Coominglah displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10599424,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-24-coominglah-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.812500,-24.812500,150.875000,-24.750000,-24.875000,150.750000
9048-31 Harrami,Topographic map of 1:25000 9048-31 Harrami displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10298368,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-31-harrami-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.687500,-24.812500,150.750000,-24.750000,-24.875000,150.625000
9048-32 Montour Creek,Topographic map of 1:25000 9048-32 Montour Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10868736,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9048-32-montour-creek-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.687500,-24.937500,150.750000,-24.875000,-25.000000,150.625000
